EQUIPO_NOMBRE,JUGADOR_NOMBRE,GOLES_24M,PENALES_24M,PARTIDOS_EQUIPO_24M,GOLES_POR_PARTIDO,XG_ESTIMADO_PARTIDO,REMATES_ARCO_ESTIMADOS,REMATES_TOTALES_ESTIMADOS,PARTIDOS_MARCANDO_DE_5,PROB_MARCAR
SRB,Aleksandar Stanković,1,0,20,0.05,0.073,0.23,0.73,1,0.091
SRB,Lazar Samardžić,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SRB,Nemanja Maksimović,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SUI,Breel Embolo,6,1,26,0.231,0.216,0.67,2.14,1,0.244
SUI,Johan Manzambi,5,0,26,0.192,0.184,0.57,1.83,2,0.213
SUI,Dan Ndoye,4,0,26,0.154,0.153,0.48,1.52,2,0.181
SUI,Granit Xhaka,3,3,26,0.115,0.122,0.38,1.21,1,0.147
SUI,Rubén Vargas,3,0,26,0.115,0.122,0.38,1.21,2,0.147
SUI,Zeki Amdouni,3,1,26,0.115,0.122,0.38,1.21,0,0.147
SUI,Andi Zeqiri,1,1,26,0.038,0.059,0.19,0.59,0,0.074
SUI,Joël Monteiro,1,0,26,0.038,0.059,0.19,0.59,0,0.074
SUR,Richonell Margaret,4,0,20,0.2,0.188,0.59,1.87,2,0.217
SUR,Dhoraso Klas,2,0,20,0.1,0.112,0.35,1.11,1,0.135
SUR,Gyrano Kerk,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SUR,Jaden Montnor,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SUR,Justin Lonwijk,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SUR,Liam van Gelderen,1,0,20,0.05,0.073,0.23,0.73,1,0.091
SUR,Radinio Balker,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SUR,Shaquille Pinas,1,1,20,0.05,0.073,0.23,0.73,0,0.091
SVK,David Strelec,6,0,20,0.3,0.265,0.83,2.63,1,0.292
SVK,Dávid Hancko,2,0,20,0.1,0.112,0.35,1.11,0,0.135
SVK,Lukáš Haraslín,2,0,20,0.1,0.112,0.35,1.11,1,0.135
SVK,Adam Obert,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SVK,Dávid Ďuriš,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SVK,Ivan Schranz,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SVK,Martin Valjent,1,0,20,0.05,0.073,0.23,0.73,1,0.091
SVK,Ondrej Duda,1,1,20,0.05,0.073,0.23,0.73,0,0.091
SVN,Benjamin Šeško,5,2,20,0.25,0.227,0.71,2.25,0,0.255
SVN,Adam Gnezda Čerin,2,0,20,0.1,0.112,0.35,1.11,0,0.135
SVN,Jan Mlakar,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SVN,Sandi Lovrić,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SVN,Timi Max Elšnik,1,0,20,0.05,0.073,0.23,0.73,1,0.091
SVN,Žan Vipotnik,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SWE,Viktor Gyökeres,14,2,24,0.583,0.497,1.55,4.93,1,0.476
SWE,Alexander Isak,5,0,24,0.208,0.197,0.61,1.95,1,0.226
SWE,Anthony Elanga,4,0,24,0.167,0.163,0.51,1.62,2,0.191
SWE,Yasin Ayari,4,0,24,0.167,0.163,0.51,1.62,1,0.191
SWE,Dejan Kulusevski,2,0,24,0.083,0.097,0.3,0.96,0,0.118
SWE,Sebastian Nanasi,2,0,24,0.083,0.097,0.3,0.96,0,0.118
SWE,Benjamin Nygren,1,0,24,0.042,0.063,0.2,0.63,0,0.079
SWE,Gustaf Lagerbielke,1,0,24,0.042,0.063,0.2,0.63,0,0.079
SWZ,Justice Figuareido,2,0,12,0.167,0.161,0.5,1.6,1,0.189
SWZ,Philani Mkhontfo,2,0,12,0.167,0.161,0.5,1.6,1,0.189
SWZ,Mayibongwe Mabuza,1,0,12,0.083,0.106,0.33,1.05,1,0.128
TAH,Benoît Mathon,2,1,4,0.5,0.29,0.9,2.88,2,0.314
TAH,Eddy Kaspard,1,0,4,0.25,0.19,0.59,1.89,1,0.219
TAH,Teaonui Tehau,1,0,4,0.25,0.19,0.59,1.89,1,0.219
TAN,Charles M'Mombwa,1,0,22,0.045,0.068,0.21,0.67,0,0.084
TAN,Feisal Salum,1,0,22,0.045,0.068,0.21,0.67,1,0.084
TAN,Selemani Mwalimu,1,0,22,0.045,0.068,0.21,0.67,0,0.084
TAN,Simon Msuva,1,1,22,0.045,0.068,0.21,0.67,1,0.084
TOG,Kévin Denkey,1,0,16,0.062,0.086,0.27,0.86,0,0.106
